Date,Sit_Start,Sit_End,Duration_sec
2025-12-15,15:35:02,15:35:12,10.2
2025-12-15,15:36:00,15:36:24,24.1
2025-12-15,15:36:33,15:37:30,56.9
2025-12-15,19:25:38,19:25:48,9.8
2025-12-15,19:25:57,19:26:22,25.2
2025-12-15,19:27:51,19:27:54,2.6
2025-12-15,19:27:56,19:28:32,36.0
2025-12-15,19:29:30,19:32:19,169.2
2025-12-15,19:36:25,19:36:29,3.4
2025-12-15,19:36:30,19:36:34,3.5
2025-12-15,19:36:38,19:37:02,23.9
2025-12-15,19:37:17,19:38:41,83.3
2025-12-15,19:39:48,19:39:57,8.1
2025-12-15,19:41:58,19:42:14,15.1
2025-12-15,19:42:51,19:42:52,1.2
2025-12-15,19:43:16,19:43:23,7.2
2025-12-15,19:43:36,19:44:32,56.4
2025-12-15,21:18:42,21:18:44,2.1
2025-12-15,21:18:54,21:20:00,65.8
2025-12-15,21:21:37,21:21:41,3.6
2025-12-15,21:53:53,21:54:11,18.7
2025-12-15,22:20:35,22:20:49,13.4
2025-12-15,22:20:57,22:22:02,65.9
2025-12-16,14:00:23,14:00:34,11.0
2025-12-16,14:00:35,14:00:37,1.2
2025-12-16,14:00:38,14:01:33,54.9
2025-12-16,14:01:55,14:01:58,2.5
2025-12-16,14:02:47,14:03:10,23.4
2025-12-16,14:03:13,14:03:14,1.2
2025-12-16,14:03:23,14:03:42,19.6
2025-12-16,14:04:05,14:04:08,3.1
2025-12-16,14:04:12,14:04:44,31.5
